evidence_id	claim_group_id	claim	claim_value	entity	timeframe	source_id	source_url	source_type	access_date	excerpt_or_observation	evidence_grade	supports	counter_evidence	verification_status	confidence	independent_source_count	source_independence	reviewer_status	review_notes
EV-014	CG-011	PMF 不只存在急迫痛点路径，还有 Hard Fact 与 Future Vision	three_pmf_archetypes	Product-market fit	2024 framework	SRC-019	https://www.sequoiacap.com/article/pmf-framework/	official	2026-08-09	Sequoia 框架明确列 Hair on Fire、Hard Fact、Future Vision 三类，并称任一路径均可能成功	medium	fact	投资机构框架不是自然定律	single_source	low	1	independent	accepted	用于反驳 painkiller 是唯一路径
EV-015	CG-012	订阅和持续计费并非只有固定月费，可按席位、阶梯或用量	multiple_pricing_models	SaaS pricing	current docs 2026-08-09	SRC-015	https://docs.stripe.com/products-prices/pricing-models	docs	2026-08-09	Stripe 文档列 flat rate、per-seat、tiered、usage-based 等模型	strong	fact	文档不证明哪种模型转化更高	single_source	medium	1	independent	accepted	支持定价应匹配价值与成本
EV-016	CG-013	营销邮件中加入收件人姓名在随机现场实验里提高打开与线索率	email_personalization_effect	Email personalization	published 2018	SRC-021	https://doi.org/10.1287/mksc.2017.1066	paper	2026-08-09	三家公司数百万邮件实验；主实验打开率 9.05% 到 10.80%，线索 0.39% 到 0.51%	strong	fact	营销邮件并非陌生创始人销售未完成 B2B 产品	single_source	medium	1	independent	accepted	只支持自我关联线索机制，明确限制外推
EV-017	CG-014	美国商业邮件需非误导性信息、地址、退订机制并及时执行退订	us_can_spam_requirements	Commercial email	current guidance 2026-08-09	SRC-016	https://www.ftc.gov/business-guidance/resources/can-spam-act-compliance-guide-business	official	2026-08-09	FTC 指南列头信息和主题不得误导、标识广告、提供地址与退订等要求	strong	fact	CAN-SPAM 不是全球规则	single_source	medium	1	independent	accepted	报告只写美国边界并提醒检查当地法律
EV-018	CG-015	嵌入产品的病毒功能在特定 Facebook 应用随机实验中产生同伴影响	viral_product_design_effect	Viral product design	published 2012	SRC-022	https://doi.org/10.1287/mnsc.1110.1421	paper	2026-08-09	9,687 名用户及 140 万好友随机现场实验；被动广播和主动个性化均产生增量	strong	fact	不能保证 B2B 产品加 badge 获得相同效果	single_source	medium	1	independent	accepted	用于机制证据，外推明确降级
EV-019	CG-016	先驱并不自动获得长期优势，历史研究发现许多市场先驱失败	first_mover_not_guaranteed	First mover advantage	published 1993	SRC-020	https://doi.org/10.1177/002224379303000203	paper	2026-08-09	约 500 品牌和 50 品类历史研究指出近半先驱失败，早期市场领导者平均晚约 13 年进入	strong	fact	历史品牌数据不等于 2026 软件市场	single_source	medium	1	independent	accepted	足以反驳普遍先发必胜，不用于预测具体产品
EV-020	CG-017	成人应普遍获得至少 7 小时睡眠，固定作息等有助睡眠健康	adult_sleep_guidance	Adult sleep	current guidance 2026-08-09	SRC-013	https://www.cdc.gov/sleep/about/index.html	official	2026-08-09	CDC 建议 18-60 岁成人 7 小时或更多，并建议固定时间、凉爽安静环境、睡前关闭电子设备等	strong	fact	Marc 的 8.5 小时是个人目标	corroborated	high	2	independent	accepted	与随机实验交叉支持睡眠是认知基础，但不保证创业成功
EV-021	CG-017	连续睡眠受限会造成累积、剂量依赖的认知表现下降	adult_sleep_guidance	Adult sleep	published 2003	SRC-014	https://pubmed.ncbi.nlm.nih.gov/12683469/	paper	2026-08-09	48 名健康成人 14 天随机分组到 4、6、8 小时卧床；4/6 小时组出现累积认知损害	strong	fact	样本和实验条件不能推出个人最优精确时长	corroborated	high	2	independent	accepted	支持足量睡眠与认知，不支持 8.5 小时普适处方
EV-022	CG-018	任务切换会累积时间和错误成本	task_switching_cost	Attention	current review 2026-08-09	SRC-017	https://www.apa.org/topics/research/multitasking	official	2026-08-09	APA 研究综述说明切换任务需要调整心理控制设置，并产生可累积的切换成本	medium	fact	综述不直接估计多 SaaS 组合的商业损失	single_source	low	1	independent	accepted	用作认知机制，不做业务收益量化
EV-023	CG-019	AI 基础能力快速降本与商品化会压缩薄封装的功能差异	ai_capability_commoditization	AI products	2022-2024 trend	SRC-023	https://hai.stanford.edu/assets/files/hai_ai_index_report_2025.pdf	paper	2026-08-09	报告称达到 GPT-3.5 水平系统的推理成本在 2022-11 至 2024-10 下降超过 280 倍，部分开闭源差距缩小	strong	fact	复杂推理仍不可靠，不能推出所有 wrapper 会消失	single_source	medium	1	independent	accepted	支持压力测试，不按 wrapper 标签判死刑
EV-024	CG-020	IoT 产品引入从设计开发测试销售到支持的全生命周期安全责任	iot_lifecycle_responsibility	Hardware and software	current guidance 2026-08-09	SRC-018	https://www.nist.gov/itl/applied-cybersecurity/nist-cybersecurity-iot-program/nistir-8259-series	official	2026-08-09	NISTIR 8259 系列覆盖设备网络安全能力与制造商非技术支持能力，并强调全生命周期活动	strong	fact	安全指南不估计硬件商业成功率	single_source	medium	1	independent	accepted	用于说明硬件不是轻量差异化捷径
